	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
370	668789221910441984	Study finds less than 6% of Earth's modern groundwater is renewable within a human lifetime -- Earth Changes -- https://t.co/bAXoUJvjW4	1	1.0	1.0	1.0
371	671341696899293186	Attenborough: 'Solar energy should undercut oil.' He's bang on the money. https://t.co/znmRByvpj8	0	0.0	0.0	0.0
372	672473607574962176	India is standing for #Chennai & #aap MLA for increase salary	0	0.0	0.0	0.0
373	672548895365427200	#Honduran army goes to war against invading bugs https://t.co/uh2nnuVAlx	0	0.0	0.0	0.0
374	673022776182112257	The low sun angle and the reflective surface of the fresh snow slowing the melting process of the snowpack #ndwx https://t.co/tIG2TYSw91	1	1.0	0.0	0.0
375	674050317756051456	So do strippers just wait to be saved to stop being strippers ?	0	0.0	0.0	0.0
376	674730542529687552	How will #climatechange affect food security? https://t.co/Ns7eyq9Pn5 #COP21 https://t.co/eleF4SDNdM	1	1.0	1.0	1.0
377	675394604766728192	Ladies would you date a busty gentleman that wore a manssiere for titty support?	0	0.0	0.0	0.0
378	675946445158162432	CyberAnonymous: Reuters: Armed man shot in Pennsylvania Walmart: reports https://t.co/9kgJdlZF5m https://t.co/kZ25sLE7JA	0	0.0	0.0	0.0
379	676125881681727488	VIDEO: Dr. Keith Flaherty talks about the genetics of cancer, #targetedtherapy, #clinicaltrials, precision medicine https://t.co/oFjd4YEEZe	1	0.0	0.0	1.0
380	676349341611765760	#USAfricaBF Notice: Paris teacher stabbed by man who yelled support for #ISIS: … https://t.co/7aaA1G7GJl https://t.co/T82KfzHa57	0	0.0	0.0	0.0
381	678856461666131968	@Pimp__ stop this life 😡	0	0.0	0.0	0.0
382	679003730923122688	Speaking of galaxies, the Milky Way is now visible in @ESA/@NASA SOHO/LASCO images https://t.co/4iHU09D3yg https://t.co/WQXD6DUtvR	1	1.0	1.0	1.0
383	679303205356965888	mActive study uses personalized texts, pedometers, and smartphones to increase physical activity https://t.co/PuAQlBvECi #activitytracker …	1	1.0	1.0	1.0
384	682059890710425600	Best Web Hosting, FREE Domain, Free Site Builders, FREE 24-7 Support 30 day money-back Guarantee https://t.co/cANPn1Pfkm	0	0.0	0.0	0.0
385	682410908203782144	Good Morning @BeingSalmanKhan & all Supporters😊 Follow & Support Official #BHC Handle for #India ➔ @bebeinghuman & Must RT this Tweet Plz!!	0	0.0	0.0	0.0
386	683166167733768192	@AmenaEva Hello. Discover a secret force that enables a person evolve into a superman. Check: https://t.co/1dXuyR7LRG	0	0.0	0.0	0.0
387	683181686679552001	PROOF That Gun Bans Increase Murder Rates https://t.co/ogYX8lB3xN... https://t.co/Fcq5UNTRhH|mM	1	1.0	0.0	0.0
388	683838640489926656	https://t.co/wiRZHnHUYV New edit in the Wikipedia article on Spatial analysis https://t.co/kZMfRAUAgj … https://t.co/0wgTMcXDVw	0	0.0	0.0	0.0
389	683858206930505728	#EurekaMag Thirteenth Swedish Weed Conference, 1972 https://t.co/tSYYKvd2Sj	1	0.0	1.0	1.0
390	684046522799894529	#EurekaMag Thematic roles in aphasia Conceptual knowledge and linguistic assignment https://t.co/10js6q7W2d	1	0.0	1.0	1.0
391	684857088103727104	Bayes Theorem:What's the big deal? https://t.co/C1maXnHEUN https://t.co/XTHSiSjzHY	1	0.0	1.0	1.0
392	685064182602018816	Upright positions in the first stage of labour reduces the duration of labour and the risk of C-section https://t.co/Xua1F6CqUz	1	1.0	1.0	1.0
393	685152147202293760	Hard work NEVER fails, start working, stop complaining. If you work for it, you'll appreciate it! 💯	1	1.0	0.0	0.0
394	685469159430336512	#EurekaMag The eclosion hormone its release by the brain and its action on the central nervous system of silk moths https://t.co/KxuniG4ewC	1	1.0	1.0	1.0
395	685644296754565120	#EurekaMag Cucumber mosaic virus-associated RNA 5 II. in vitro translation in a wheat germ protein-synthesis system https://t.co/A6WamUnKXP	1	0.0	1.0	1.0
396	686166231758442496	#Severe fibromyalgia symptoms linked to obesity, weight gain - https://t.co/NZG7iqYpas https://t.co/rnTKnmhL2V	1	1.0	0.0	0.0
397	686914667562704896	#EurekaMag Chromosome relationships between Lolium and Festuca (Gramineae) https://t.co/cDdkYLazpP	1	0.0	1.0	1.0
398	688865694222401537	#EurekaMag Binding of vitamin B12-rat transcobalamin II and free vitamin B12 to plasma membranes isolated from rat… https://t.co/LFEIM7JaJB	1	0.0	1.0	1.0
400	689726180832899073	The Big Finish Podcast - Big Finish Day 8 (Part 1): Nicholas Briggs reports from last weekend's… https://t.co/bwGnXlPEJC #drwho #doctorwho	0	0.0	0.0	0.0
401	689879558158331904	can people please just stop complaining and get on with life 😬	0	0.0	0.0	0.0
402	689938236442087424	Did you know that #HighBloodPressure causes #ErectileDysfunction? #menshealth https://t.co/uCUE9RKgUO https://t.co/nkrP6hsLMl	1	1.0	0.0	0.0
403	690681618109870082	#EurekaMag Influence of dietary protein on susceptibility to alert downer syndrome https://t.co/WbFOCqvmY9	1	1.0	1.0	1.0
405	691530977256943616	#EurekaMag In vitro translation of the long-lived messenger ribonucleic acid of dry seeds https://t.co/hwyHPiOoV8	1	0.0	1.0	1.0
406	694126869772423168	@CapitalOfficial @Harry_Styles @KendallJenner maybe cause there wasn't any romance to begin with just old friends hanging out	0	0.0	0.0	0.0
407	694637176206856192	Small Tribe w/a Big Voice Vows to Stop Chinese Oil Drilling in the Amazon https://t.co/kKF2xCPhN6 #keepitintheground https://t.co/NKveMZ4ud8	0	0.0	0.0	0.0
409	695026082408300547	@Roscoe1679 Retweet to support World Vision Education for Children. @EmiForLove #GlobalGoodEmiWin https://t.co/Ekts4KSqgO	0	0.0	0.0	0.0
410	697437874304581633	Interesting work being done in Boston to identify the ways cancers develop: https://t.co/b09uqZ2dJ1. #beatcancer #melanoma	1	0.0	1.0	1.0
411	698167540619616256	"Excellent! I also recommend ""Those Dishonest Goldsmiths"" of G #Selgin https://t.co/qVK95yCId8 https://t.co/oQOjxySZ0N"	0	0.0	0.0	0.0
412	698631183782060032	Mesut Özil has rejected a new contract at #Arsenal and is ready to quit for Barcelona, claim reports in Spain. https://t.co/S1Mu9aRY8N	0	0.0	0.0	0.0
413	699373237302505472	NFL's salary cap expected to increase to at least $155 million https://t.co/hhLtj2TpSl	0	0.0	0.0	0.0
414	699396541967134721	A good pass often leads to a good shot. The extra pass often leads to a great shot. #Selfless #Assist	1	1.0	0.0	0.0
415	702413786871951360	Last day of the lunar󾀕 vibes are in affect today. Come join me while we journey to the moon and back! 10am... https://t.co/4Who0KPQBG	0	0.0	0.0	0.0
416	704232939643662337	We've all got an extra day! What'll you do with yours? Why not read Susheila Nasta's intro to our latest issue: https://t.co/xcK5UawcNH	1	0.0	1.0	1.0
417	704433912022331392	are putting survivors’ lives and health at risk,” says the report, Return to Abuser https://t.co/KZapTjeRNx	1	0.0	1.0	1.0
418	704633718703521792	To all Final Years and PGs - look out for careers support throughout the summer! @KingstonFASS https://t.co/TuP3QkScuV	0	0.0	0.0	0.0
419	704636168210673665	Proper preparation prevents poor performance	1	1.0	0.0	0.0
420	705329755093135360	Magnetic resonance imaging findings in giant cell arteritis https://t.co/OsXoRZ7Jbq #oftalmologia	1	0.0	1.0	1.0
421	705777559959703552	[Oppositelock]A Brief Analysis of The Change in Pickup Prices Over the Last 10 Years https://t.co/o8hLsQpZiu	0	0.0	0.0	0.0
423	706975100856373248	A scene almost guaranteed to cause acrophobia. I love the film. #Cliffhanger https://t.co/3xmoC2mAty	0	0.0	0.0	0.0
424	707256259205013510	Vice Always At The House Cause Big Bruh On The Run💯 Searching For Guns N Drugs, Mane This Shit Ain't Fun	0	0.0	0.0	0.0
425	707972018344431616	Brexit: the implications for life sciences https://t.co/9U7iNYwouw	1	0.0	0.0	1.0
426	708337071069462529	Strawberries May Help Prevent Type 2 Diabetes, Says Study https://t.co/sUBh7GEGCV	1	1.0	1.0	1.0
427	708397456460005377	So my mother told me about this girl who studies psychology and who would be happy to meet me to talk about psycho	0	0.0	0.0	0.0
428	709399196781166592	Its scary how horses & dogs win support wen beaten by Hindus. But Hindus don't find any support wen beaten, slaughtered, butchered by dogs.	0	0.0	0.0	0.0
429	710072387220475904	CGA for the non-specialist https://t.co/YJ5vkn7QE1 from @JohnGladman1 @adamgordon1978 #rcpeCoE16	1	0.0	1.0	1.0
430	710775052191412224	@UHGTechJobs Bulk SMS Solution allows business communication over the mobile marketing. https://t.co/aNz8rfMWiW https://t.co/56ra1DF6ok	0	0.0	0.0	0.0
431	710962814018568193	How is @UChicagoIME shaping the future of science? Find out on April 6: https://t.co/bUwFwv58SO https://t.co/tLCunXaU4n	1	0.0	0.0	1.0
432	712280970926415872	Mechanism of Metformin: A Tale of Two Sites (Free) https://t.co/QBiMMqPIQt	1	0.0	1.0	1.0
433	712710761240350720	Violence is a leading cause of death for Americans 10-24 yrs old. @NICHD_NIH research on youth violence prevention https://t.co/9ZD58zGUhI	1	1.0	1.0	1.0
434	713558291666698243	Sweep Leads to 5 Arrests, a Foiled Plot and a Paris-Brussels Connection: Najim Laachraoui, 24, who blew himsel... https://t.co/RFlxw2VteF	0	0.0	0.0	0.0
435	714752339819757568	In @sciencemagazine: Rare variant found that raises HDL cholesterol and increases risk of coronary heart disease: https://t.co/4xpL3KlGy9	1	1.0	1.0	1.0
436	715020476368752640	Nurse Practitioner or Physician A... - #NewAuburn , WI (https://t.co/UGfkXqNuOl) Get Nephrology Jobs #Nephrology #jobs #job #GetAllJobs	0	0.0	0.0	0.0
437	715051441631547392	Going vegetarian 'could save lives and the planet' https://t.co/gOabJw79hw	1	1.0	1.0	1.0
438	715088923232317440	Nanotechnology the new weapon in fighting cancer? https://t.co/KsP8rk4THD	1	1.0	1.0	1.0
440	716971121321631744	@martinhanratty @AtyHans @thenotimer I listened to a gospel radio station for a couple of hours--the confirmation bias is so obvious :~{	0	0.0	0.0	0.0
441	717007671639998464	Today the City is lighting up the Civic Centre clock tower blue in support of Autism awareness. Learn more: https://t.co/5WXzoMylkK.	0	0.0	0.0	0.0
442	718177685701332992	Did someone ask for a giant, bone-crushing weasel relative? (extinct, thankfully!) https://t.co/bTEMhBJVfd @PLOSONE https://t.co/gMq7iz9tgZ	1	0.0	1.0	1.0
443	718529188525961216	How Employment Can Change the Life of Someone with a Disability https://t.co/VxAtaX7qi5	1	1.0	0.0	0.0
445	724305652646961152	Benefits of music: - Stress relief - Boost immunity - Reduce heart disease - Enhances emotional strength - Boost self esteem	1	1.0	0.0	0.0
446	724427935734603777	Tired of US politics? Us too! Support a true monster. 6 days to reach our stretch goal! https://t.co/YYN2F3O0F3 https://t.co/q9JCDLJvEh	0	0.0	0.0	0.0
447	724644747306897409	#DevOps Engineer #InformationTechnology - #McLean #RNJobs #TXJobs #hiring #JobOpening #rtjobs Apply: https://t.co/EFvCFDO4lP	0	0.0	0.0	0.0
448	724947320211648512	Volume Caps Pills Male Sex Enhancement Increase Semen Massive Load More Libido - Bid Now! … https://t.co/hV5lrIMrSc https://t.co/bUwQvoOKV4	1	1.0	0.0	0.0
449	724974398617214976	Despite their small brains ravens and crows are just as clever as chimps https://t.co/yr8EVMRaLE	1	1.0	1.0	1.0
450	727416775382458368	Indian Premier League 9: Beleaguered R Ashwin finds support in spin legend Muttiah Muralitharan during tough ... https://t.co/k9tWFBP87v	0	0.0	0.0	0.0
451	728170139519205376	PLS RT support #justice4cephus grandson of a vet! Friends certainly did support this #specialneeds child https://t.co/Tq5TxLqTcl	0	0.0	0.0	0.0
452	728178838484725760	Bangladesh government enables extremism | The Kingston Whig-Standard https://t.co/valVVGI1Od	0	0.0	0.0	0.0
453	730144810548367362	Wardrobe Malfunction Leads To Embarrassing “Bare All ” Incident In Weekend UFC Action. https://t.co/aBnUqaUWbq..	0	0.0	0.0	0.0
454	730220333148540928	LosAngeles Steps Up 2 #Adopt A Cause Homeless Shelter #Pets Visit An LA County Animal Care Center #Dogs #Cats https://t.co/KDWaslmnLx	0	0.0	0.0	0.0
455	730415702281170944	Highway noise deters communication between birds https://t.co/dB9He0XZhk	1	1.0	1.0	1.0
456	730683743388766208	Women should not be worried men doing the same job are higher paid, according to this report | via @telegraphnews https://t.co/wEal6Ptv7O	1	1.0	1.0	1.0
457	731551352518787073	ANTIQUE ROOSTER TRADE SIGN / DOOR STOP , ORIGINAL PAINT . EMBOSSED WORK https://t.co/PCReNW37dF https://t.co/zGaFTZAz6g	0	0.0	0.0	0.0
458	731958405498347520	@Himynameiskiff yeah it's awesome. No guaranteed wins. One player plays bad can affect the rest	0	0.0	0.0	0.0
459	732559294089072641	The only true love at the first sight is the love of Deen,love for the cause of Allah (God).	0	0.0	0.0	0.0
460	732630765050204160	According to one study, men feel a decrease in sexual attraction from the scent of tears.	1	1.0	0.0	1.0
461	732744560707657729	lemme stop texting ppl back😭😭	0	0.0	0.0	0.0
462	733637234432188416	@soldier_777 : Dove: Stop torturing animals! Plz sign: https://t.co/mIHQ59HLjm	0	0.0	0.0	0.0
464	734981475293134848	@filmyjoyo my.pt we will target what the end product not the root cause they'll penalise some rest will continue	0	0.0	0.0	0.0
465	736750226510389248	The Strange, Familiar, and Forgotten — fascinating read on consciousness, memory, and how our sense of self arises https://t.co/McMTtLOe6m	1	0.0	1.0	1.0
466	736897915700936704	Buhari One Year: APC Legal Adviser Says Party Must Stop 'Undemocratic Practices'… https://t.co/OuxzRJnD4q https://t.co/DaeRXNOcs2	0	0.0	0.0	0.0
467	737669495406231552	Ponies choking, frothing, beaten, overworked, overloaded. Awareness needs to be raised and stop the suffering. https://t.co/YEgV3vuPus	0	0.0	0.0	0.0
468	738494964062146560	Might want to reevaluate that expensive private school education too. Apparently a bit light on English and research https://t.co/FZhahFy0nk	0	0.0	0.0	0.0
469	738588968401305600	"""My husband will die soon. Caring for him has left me a wreck."" https://t.co/dfwe79Dafn"	0	0.0	0.0	0.0
470	738831703758753792	@GloTIMETV_ #competition this would be such a treat 💃🏻	0	0.0	0.0	0.0
472	739700826453741568	#Renewableenergy surges to record levels around the world https://t.co/3Rc7DEHFFt https://t.co/LulCqDi8DS	1	1.0	1.0	1.0
473	741038054446600192	"“At a point now where I understand plant temperaments — how vulnerable they are, but also how strong they can become"" #Precision #AgTech"	0	0.0	0.0	0.0
474	741149681686880256	Rotiboy Bakeryshop @One_Belpark, lower ground #rotiboy #bakery #bakeshop #promo #onebelpark @… https://t.co/rmJN2PWE2P	0	0.0	0.0	0.0
475	742004388256976898	Use code NOGUNS at https://t.co/Ll52kqGsFX & 15% of #tea sale goes to prevent gun violence & promote #guncontrolnow! https://t.co/1hv0u0HRm0	0	0.0	0.0	0.0
476	742368248600002560	The War On Science: What It Is And How To Win It [Greg Laden's Blog]: Thinker, writer, and ind... https://t.co/n0R0dmssXQ #Science #nTLD	1	0.0	0.0	1.0
477	742740803462660096	#Junior DevOps Engineer #jobs #jobsearch #New York: #NY-New York, If you are interested in joining a late sta... https://t.co/hg1geRvkxM	0	0.0	0.0	0.0
478	742969669309595648	Halo wars 2 will have mouse support for Xbox one s https://t.co/xxzYocvg5k	0	0.0	0.0	0.0
479	742975214720552961	Topical application of antiretroviral drug combination prevents transmission of (S)HIV https://t.co/n5ii2xLwTB https://t.co/CBGbo4RyvV	1	1.0	1.0	1.0
480	744204317175996416	✔TWEETSHEET ➡PETITIONS-PART 2 ✔ SUPPORT THE FIGHT AGAINST DOG&CAT SLAUGHTER IN #SouthKorea https://t.co/9P2TGMpdNj https://t.co/z1M34emaHK	0	0.0	0.0	0.0
481	745593603934785536	Every sale supports artists - PLEASE read why 'JUST A CARD' campaign matters so much to everyone - @craftyfoxmarket https://t.co/LPE5akB31i	0	0.0	0.0	0.0
482	745717782042443776	Somalia Army Reports Killing 8 Al-Shabab Militants https://t.co/KYnmpL5SHL	0	0.0	0.0	0.0
483	746095998754136064	How one state is becoming a leader in managing revenue volatility: https://t.co/rJ9qbNo6HB https://t.co/hgbaqkMQOO	1	0.0	1.0	1.0
484	747220048134053888	ROUGE THE BAT •THE SECOND REASON FURRIES ARE A THING NEXT TO LOLA BUNNY •THE ANIMAL VERSION OF MORRIGAN AENSLAND https://t.co/FiB98MBg7B	0	0.0	0.0	0.0
485	747277094246195201	#Mets are unlikely to trade shortstop prospect Amed Rosario at this year’s deadline, reports Marc Carig of Newsday	0	0.0	0.0	0.0
486	747635543656259585	Edmonton city councillors support basement suites for duplex infill homes https://t.co/j1im1CZ7N3	0	0.0	0.0	0.0
487	749586697478819840	This is how Islam (ISIS, Muslim, Obamas Brotherhood) treat woman. @HillaryClinton took $$$ from these countries. https://t.co/rgmwEn9LKJ	0	0.0	0.0	0.0
488	750166814521323520	@russbengtson We need an oral history on how the Lakers let him get away.	0	0.0	0.0	0.0
489	752561148617162752	Asymmetrical matter https://t.co/d60QDEph8k #science https://t.co/Kerl7vCj1j	0	0.0	0.0	0.0
490	752633397554581504	Bizarre #May becomes PM on the say of #Tory MPs but not members #Corbyn 'un-electable' as PM despite widespread support of members	0	0.0	0.0	0.0
491	754105913858985984	Ran out of Propane Halfway Through Grilling: A Horror Story	0	0.0	0.0	0.0
492	755106794465361920	https://t.co/F9zm7SleKF Concrete Ark house 'floats' to facilitate natural rainwater runoff #GreenClean	0	0.0	0.0	0.0
493	755347804311072768	Q: Is there a connection between shellfish allergies and iodine? - Wilderness Medical Associates International https://t.co/4TM0FP7GQb	1	1.0	0.0	0.0
494	755407398551097345	Montgomery, commander of allied ground forces on D Day,would probably like to know why NATO supports Ukraine's Nazis https://t.co/mNuiiurMIw	0	0.0	0.0	0.0
495	755462710511435778	"""In art the hand can never execute anything higher than the heart can inspire."" ~Ralph Waldo Emerson"	0	0.0	0.0	0.0
496	755910384423436289	#promocave Book News Update: Amy Schumer will stop in Naperville on book tour https://t.co/Y7X6Fn5B8G #books	0	0.0	0.0	0.0
497	757492444846026753	Chaotic tour ends in cancellation to cap nightmare tour for United. @MarkOgden_ reports https://t.co/Cp4vwQZFtW https://t.co/lnQBtRbDEE	0	0.0	0.0	0.0
498	759596994008641536	Adverse #Effects #Of #Marijuana #Cannabis #Seeds #Sale #How #To #Grow #Cannabis #Indoors https://t.co/F2rvT9UTS0	1	1.0	0.0	0.0
499	763136159472087040	The Incredible Brain Of Simone Biles https://t.co/wfjMKUB7pE https://t.co/H2Z4YEPmEL https://t.co/cFzPASgtDU	1	0.0	1.0	1.0
500	764815992199475200	How SARS in China helped ramp up the US medical intelligence program https://t.co/Oc5dst8xYq	1	1.0	0.0	1.0
501	764934703048691712	Tennis wouldn't support that theory though. Murray carries the nation here! https://t.co/ljUMtlWo0R	0	0.0	0.0	0.0
502	764986742118113281	Reading facebook comments for 20 minutes is scientifically proven to drop your IQ by more than 52%.	1	1.0	0.0	0.0
503	769465842278866944	Change is essential for growth, but if we’re not under leadership of Holy Spirit, what will we become? https://t.co/9YvxyLUKXV	1	1.0	0.0	0.0
504	769950776055717889	Arianne Phosphate reports corporate and financial results for second quarter 2016 - https://t.co/yxoaaeEAsq #InvestorsBuz RT	0	0.0	0.0	0.0
505	770908918667157504	this is hilarious except the article it's based on is scary https://t.co/U0KkQcrMTy	0	0.0	0.0	0.0
506	771040787572387841	This technology will stop snoring forever! https://t.co/5UMpF8n4bH	1	1.0	0.0	0.0
507	771078414702895108	If only people would stop interfering in other people's business 😜😜😜😜😜😜😜😜	0	0.0	0.0	0.0
508	771516752169619456	"""Submit to google classroom"" ""Save in drive"" ""The hw is on edmodo"" ""Notes on google classroom"" ""Go to google docs"" https://t.co/79lb5L0XEs"	0	0.0	0.0	0.0
510	773715010128257024	Suggestion: nobody order a cake from anyone for any reason for the next 5 years or so. Learn to celebrate with pie. https://t.co/1EhYayNezI	0	0.0	0.0	0.0
511	773851222902206465	Danish data and fantastic Australian collaborators to look at traumatic versus non-traumatic neck pain https://t.co/fwPcSyUdPC	1	0.0	1.0	1.0
512	774892588214083584	When the ROLLER COASTER Stops ~ Bethany's cancer journey #Relationships https://t.co/gkg2Dm8EVt #eNovAaw #kindleUnl https://t.co/ujc06CosU8	0	0.0	0.0	0.0
513	774940559324700672	PS4 firmware update will bring HDR support to all PS4s. https://t.co/56mgoQ2Wee https://t.co/DxqOLSkd96	0	0.0	0.0	0.0
515	776169926461710336	@07904567432a @ClarkeMicah @PeterboroughJoe smoking from adolescence, or for multiple decades, seems to be the problem.	0	0.0	0.0	0.0
517	777363682497966080	so Hence proved that reviews can't stop a good movie #IruMugan #Inkokkadu #Chiyaan	0	0.0	0.0	0.0
518	777950279291506688	@lncestPrincess @lilsummer14 your denial is higher than your blood sugar, please jan get help	0	0.0	0.0	0.0
519	780128007243431936	@SDO4540 D has to get a score or TO after a stop or two	0	0.0	0.0	0.0
520	780579563315224576	NBC, what's the matter with your people? Like damn already Lester needs to get up in this Debate and stop being a wallflower.	0	0.0	0.0	0.0
521	780736441378828288	Breaking news: Snake stops a bullet train https://t.co/Mxeznj2KAE	0	0.0	0.0	0.0
522	781240324068823041	#UmpquaCares campaign promotes acts of kindness a year after shooting - KATU https://t.co/2RcFmF2bBQ #Kindness	0	0.0	0.0	0.0
523	783019110418481152	"Today in ""are women spending enough time and money fretting pointlessly over random body parts?"": brow health https://t.co/LKZhWFjkDx"	0	0.0	0.0	0.0
524	783315619806576640	#BREAKING: Gas leak leads to explosion in northern New Jersey https://t.co/rHoe12K0iz https://t.co/iBIfZN7GdV	0	0.0	0.0	0.0
525	783365191459147776	Amazon ECS now supports automated task & image cleanup! https://t.co/STzDhSEyNa https://t.co/4eKIWswyzF	0	0.0	0.0	0.0
527	783684869314400256	Cooling Therapy Might Not Help All Cardiac Arrest Patients https://t.co/4oNE2klZne	1	1.0	0.0	0.0
528	783825596581228544	Company's move from Scottsdale will affect 375 employees https://t.co/w4d1anYTZp https://t.co/83Oq2wsUKx	0	0.0	0.0	0.0
529	784080325077073920	@Subroto90024726 Trading for beginners with expert support by the LINK! @verunyaaspidov4	0	0.0	0.0	0.0
530	785285499598544896	Empowering peace: service provision and state legitimacy in #Nepal’s peace-building process https://t.co/V9D27wEMTD https://t.co/N1M2WNSIhh	1	0.0	1.0	1.0
531	786587956828073984	Lead Ios Engineer Jobs in Santa Monica, CA #SantaMonica #CA #jobs #jobsearch https://t.co/rzR7V54cp7	0	0.0	0.0	0.0
532	786661009012424705	@miraclejeansday is October 19, 2016! Wear jeans and support the pediatric patients @umchealthsystem! If interested, call 806-775-8250 https://t.co/jT25wtCzuI	0	0.0	0.0	0.0
534	786984485212389376	Instead of BLABBERING would Arnab ask Modi to ban imports from China that supports Pak or just be an AntiNational? #WhyTalkToPak	0	0.0	0.0	0.0
535	787339568483803137	#HillaryBecause racist cops shouldn't be using force to stop violent thugs from raping and murdering.	0	0.0	0.0	0.0
536	787484307275194368	"#Inkigayo starts in about 30 mins! PLEASE play ""THREE WORDS"" M/V to increase counts until last minute! #SECHSKIES https://t.co/HQg3HRTIdD"	0	0.0	0.0	0.0
537	788425946995064832	Can't find a sunscreen strong enough to prevent busting into flames when outside. #EverydayVampireProblems	0	0.0	0.0	0.0
538	788745486517829632	.@IABTechLab releases Dynamic Content Ad Standard aimed to increase the relevancy of ads delivered to consumers https://t.co/RZBOeuDNVT	0	0.0	0.0	0.0
539	788762451789680641	A Creative Way to Increase the Success Rate of Cold Calling. yoram https://t.co/76dUjlx1eo	0	0.0	0.0	0.0
541	789032439154937856	ProLabs are recruiting for optical networking roles in the UK https://t.co/CsyF8OY5NI and the US https://t.co/dTNBKIPIpu #optical careers https://t.co/KeOqwyrtYO	0	0.0	0.0	0.0
542	789744902741561345	Matt Ridley: Climate policy is doing more harm than good https://t.co/L1MNlzi56d	1	1.0	0.0	0.0
543	789823044453740544	T2 sometimes praying for the patient goes a long way. Adds feeling of support #healthxph https://t.co/ZUum6yROuL	0	0.0	0.0	0.0
545	791001750153093120	"Muslims insulted by being called ""ignorant"" of the pain they inflict. https://t.co/nVveHJhC3r If not ignorant, they do it knowingly?"	0	0.0	0.0	0.0
546	792539909097598980	#Devils Tweets: Cory makes a huge stop with 3:11 remaining in regulation! #TBLvsNJD https://t.co/mdM6oUJJi9 #NHL https://t.co/nRoHRj5d9j	0	0.0	0.0	0.0
547	795078113868783616	The number of lies told by men would decrease significantly if women stopped asking questions	1	1.0	0.0	0.0
548	795710160933126144	#Sepsis is a complication of infection that can be deadly. @ElanaGlow reports more here: https://t.co/f7NQDpBd0S via @medicaldaily	1	1.0	1.0	1.0
549	795711462819983360	Collaborative Care & Support Planning a key approach to respond to people with multimorbidity @rcgp https://t.co/taHBZZVYcl	1	1.0	1.0	1.0
550	798547230353489920	RT BBCScienceNews: Database helps plant 'right tree for the right place' https://t.co/NTNueGclGg	1	1.0	1.0	1.0
551	798897332288913410	"#Canada ""deeply saddened"" by steps taken to withdraw from the Court. Encouraged by African voices speaking out in support of #ICC. #ASP15"	0	0.0	0.0	0.0
552	799009849254121472	So @Another_Europe launches a stinging attack on John McDonnell for saying Labour must accept Brexit. Why do trade unions support this crew?	0	0.0	0.0	0.0
553	799300082747129856	Opened Graffiti request via iphone at Intersection of Franklin St & Market St https://t.co/f3HdRlzMwR. https://t.co/y1T2POjthe	0	0.0	0.0	0.0
554	801944872450146304	Dude, defense running prevent again. Play the sideline, keep em from getting outta bounds and stopping the clock	0	0.0	0.0	0.0
555	802111021410320384	24.12.16 - my only day off during the week, and I wasn't braving the cold. Stayed in all day and relaxed, had some ice cream for a treat :3	0	0.0	0.0	0.0
556	803346646570594304	5 techniques every agent should be using to get real estate leads https://t.co/R6piXeRemj Total luxury dream homes are a reality via #didi…	0	0.0	0.0	0.0
557	804233493811261440	Lets's join minds and stop the spread of HIV around the world. #WorldAIDSDay2016 #WorldAIDS #Tikambe	0	0.0	0.0	0.0
558	804268948875345920	Indian real estate to see an increase of 4.2 mn units across 8 cities in the next 5 years » https://t.co/wFX4fWcUyk	1	1.0	0.0	0.0
559	804695983544221696	Five ways subscription box services can increase customer retention https://t.co/dkcJywo5yL	1	1.0	0.0	0.0
560	805588979416371200	So what was Israels reason for attacks, murder and destruction of the Palestinian people before 1982? SIMPLY HATE AND ETHNIC CLEANSING https://t.co/hLlBuxWvcU	1	1.0	0.0	0.0
561	806585328740036609	Up and https://t.co/N2QjTJQ8tU	1	0.0	1.0	1.0
563	808672080690483200	What satellites can tell us about how animals will fare in a changing climate - @NASA https://t.co/HJdka2hiSu #ClimateChange #biodiversity https://t.co/obxUKQ3U91	1	0.0	1.0	1.0
564	808784310056714242	U.S. Department of Transportation Proposes Mandatory 'Talking Car' Technology to Prevent C... https://t.co/VgKaUDcZ8F https://t.co/7Bck9E1sfA	0	0.0	0.0	0.0
565	809402458514419713	#ThursdayThoughts-Liberals need to stop being cry babies and spoiled brats! This is comedy ! Grow up ! https://t.co/5nGLrGQU6r	0	0.0	0.0	0.0
567	811684851619241984	Engineering rice to waste less fertilizer https://t.co/DfON6CoJ2e https://t.co/2wljBDXpFH	1	0.0	1.0	1.0
568	814338973665476609	RT HealingMB: Stressed? Stretching reduces stress, increasing circulation, reducing pain etc #Healing #Yoga... https://t.co/XTyqkcaSBt	1	1.0	0.0	0.0
569	816954428360003584	Forex - Dollar broadly lower after Fed meeting minutes https://t.co/gf9CyzNfrt #forex	0	0.0	0.0	0.0
570	817079729740189696	Volunteers coming to punjab through @ChaloPunjab Movement to support AAP. Hats off to his love for Punjab. https://t.co/dUYMGtnzfX	0	0.0	0.0	0.0
571	818219492887199745	Pain changes people.	1	1.0	0.0	0.0
574	819736054689366018	. @ARizzo44's world tour makes a pit stop in Chicago, @laurencomitor writes: https://t.co/UoexxudXrb	0	0.0	0.0	0.0
575	820156074930081792	The happier you are, the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.	1	1.0	0.0	0.0
